orderid,customerid,orderplaceddatetime,ordercompletiondatetime,orderstatus
398,6,2000-04-16 16:36:35,2000-04-16 16:36:35,InProgress
399,2,1982-08-11 11:51:59,1982-08-11 11:51:59,Cancelled
400,7,2000-08-21 16:00:38,2000-08-21 16:00:38,Cancelled
401,9,1978-12-12 10:31:33,1978-12-12 10:31:33,InProgress
402,10,1992-07-27 10:51:06,1992-07-27 10:51:06,InProgress
403,10,1996-05-12 00:36:52,1996-05-12 00:36:52,Completed
404,8,2008-02-01 13:10:18,2008-02-01 13:10:18,Cancelled
405,10,2018-12-08 12:00:22,2018-12-08 12:00:22,Completed
406,8,1990-03-16 20:50:24,1990-03-16 20:50:24,Cancelled
407,8,1997-09-08 13:19:59,1997-09-08 13:19:59,Cancelled
408,3,1983-12-28 11:56:55,1983-12-28 11:56:55,Cancelled
409,4,2007-02-26 21:44:52,2007-02-26 21:44:52,Completed
410,9,1977-10-16 01:54:49,1977-10-16 01:54:49,InProgress
411,2,2019-12-13 23:13:20,2019-12-13 23:13:20,InProgress
412,5,2006-08-07 17:29:57,2006-08-07 17:29:57,Completed
413,7,2014-11-05 23:42:31,2014-11-05 23:42:31,InProgress
414,10,1977-11-21 12:29:59,1977-11-21 12:29:59,Cancelled
415,10,2014-03-12 05:57:50,2014-03-12 05:57:50,Completed
416,9,2008-08-03 14:18:34,2008-08-03 14:18:34,Cancelled
417,8,1975-12-04 15:28:55,1975-12-04 15:28:55,Cancelled
418,6,2021-08-17 00:05:19,2021-08-17 00:05:19,Cancelled
419,3,2006-03-04 10:39:13,2006-03-04 10:39:13,Cancelled
420,10,2016-03-21 20:03:17,2016-03-21 20:03:17,Cancelled
421,8,2021-06-22 13:48:36,2021-06-22 13:48:36,Completed
422,6,1987-02-20 11:50:17,1987-02-20 11:50:17,Cancelled
423,2,1976-01-31 05:38:14,1976-01-31 05:38:14,Cancelled
424,6,2015-12-29 16:19:12,2015-12-29 16:19:12,Cancelled
425,7,1991-03-28 04:59:02,1991-03-28 04:59:02,InProgress
426,10,1972-08-16 19:39:13,1972-08-16 19:39:13,InProgress
427,6,1970-05-24 23:05:16,1970-05-24 23:05:16,InProgress
428,9,1992-09-14 14:19:25,1992-09-14 14:19:25,Completed
429,2,1975-03-31 06:39:29,1975-03-31 06:39:29,Completed
430,9,2008-04-17 05:47:20,2008-04-17 05:47:20,Cancelled
431,2,2001-05-31 01:43:03,2001-05-31 01:43:03,Cancelled
432,2,2008-03-12 23:17:58,2008-03-12 23:17:58,Cancelled
433,3,1990-06-27 14:06:18,1990-06-27 14:06:18,Cancelled
434,10,2020-07-08 01:23:13,2020-07-08 01:23:13,InProgress
435,10,2001-06-12 11:14:22,2001-06-12 11:14:22,InProgress
436,5,1999-01-29 06:28:01,1999-01-29 06:28:01,Completed
437,9,2017-06-18 00:21:46,2017-06-18 00:21:46,Completed
438,8,1975-06-27 17:06:33,1975-06-27 17:06:33,Cancelled
439,8,1977-05-16 23:46:15,1977-05-16 23:46:15,Cancelled
440,1,2021-04-07 15:40:39,2021-04-07 15:40:39,Completed
441,8,2004-05-10 02:21:00,2004-05-10 02:21:00,InProgress
442,2,1988-01-29 19:24:56,1988-01-29 19:24:56,InProgress
443,7,2008-08-22 16:54:28,2008-08-22 16:54:28,Cancelled
444,4,2009-07-25 21:59:19,2009-07-25 21:59:19,InProgress
445,9,2019-04-15 14:07:24,2019-04-15 14:07:24,Completed
446,7,2009-09-09 04:01:11,2009-09-09 04:01:11,InProgress
447,5,2003-02-11 05:08:53,2003-02-11 05:08:53,Completed
448,10,1973-09-13 09:47:14,1973-09-13 09:47:14,InProgress
449,4,2000-10-08 06:13:40,2000-10-08 06:13:40,InProgress
450,5,1980-07-04 20:51:35,1980-07-04 20:51:35,Completed
451,8,1984-08-25 14:22:42,1984-08-25 14:22:42,Cancelled
452,2,2010-09-29 16:36:52,2010-09-29 16:36:52,Completed
453,1,1975-09-26 00:26:16,1975-09-26 00:26:16,InProgress
454,9,2010-04-10 17:09:35,2010-04-10 17:09:35,Cancelled
455,10,2020-06-12 11:22:13,2020-06-12 11:22:13,Cancelled
456,9,2006-09-07 23:53:38,2006-09-07 23:53:38,Completed
457,7,2015-10-22 04:18:16,2015-10-22 04:18:16,Completed
458,10,1987-10-10 10:46:32,1987-10-10 10:46:32,Cancelled
459,6,2006-09-14 03:55:28,2006-09-14 03:55:28,Completed
460,8,1982-11-04 04:40:24,1982-11-04 04:40:24,Cancelled
461,5,2011-04-10 15:39:33,2011-04-10 15:39:33,Cancelled
462,5,1979-12-03 17:39:45,1979-12-03 17:39:45,Completed
463,3,2011-11-14 04:17:29,2011-11-14 04:17:29,Cancelled
464,8,1979-02-06 08:46:28,1979-02-06 08:46:28,InProgress
465,8,1998-02-20 17:41:35,1998-02-20 17:41:35,InProgress
466,1,2010-10-11 21:55:52,2010-10-11 21:55:52,InProgress
467,4,2016-06-30 05:39:03,2016-06-30 05:39:03,Cancelled
468,8,1972-02-19 05:01:35,1972-02-19 05:01:35,Cancelled
469,7,2015-11-03 07:49:22,2015-11-03 07:49:22,Cancelled
470,3,1977-02-21 14:26:34,1977-02-21 14:26:34,Cancelled
471,3,2015-04-01 04:39:19,2015-04-01 04:39:19,Completed
472,2,2007-10-24 15:48:54,2007-10-24 15:48:54,Completed
473,10,1980-02-06 01:55:35,1980-02-06 01:55:35,InProgress
474,5,1995-05-27 08:28:45,1995-05-27 08:28:45,Completed
475,1,1988-03-09 12:27:41,1988-03-09 12:27:41,Completed
476,2,2011-04-26 00:01:50,2011-04-26 00:01:50,InProgress
477,10,2004-05-04 05:19:20,2004-05-04 05:19:20,Completed
478,6,2000-01-11 04:11:19,2000-01-11 04:11:19,InProgress
479,2,1981-09-18 20:39:58,1981-09-18 20:39:58,InProgress
480,7,2018-05-23 02:24:14,2018-05-23 02:24:14,Cancelled
481,9,2004-07-22 22:50:10,2004-07-22 22:50:10,InProgress
482,2,2021-07-12 19:26:59,2021-07-12 19:26:59,Cancelled
483,5,1979-02-23 08:51:29,1979-02-23 08:51:29,Completed
484,1,1983-06-27 18:18:33,1983-06-27 18:18:33,InProgress
485,3,1984-02-24 10:29:16,1984-02-24 10:29:16,InProgress
486,6,2003-10-26 18:54:19,2003-10-26 18:54:19,Cancelled
487,5,1978-09-12 01:24:13,1978-09-12 01:24:13,Cancelled
488,4,1971-06-13 01:09:13,1971-06-13 01:09:13,Cancelled
489,6,2001-05-24 01:38:26,2001-05-24 01:38:26,InProgress
490,10,1999-10-07 18:39:26,1999-10-07 18:39:26,Completed
491,6,2014-03-23 14:22:33,2014-03-23 14:22:33,InProgress
492,8,2020-11-30 22:11:58,2020-11-30 22:11:58,Cancelled
493,4,1978-09-12 18:27:43,1978-09-12 18:27:43,InProgress
494,7,2018-05-07 01:44:33,2018-05-07 01:44:33,Completed
495,4,1972-04-15 11:23:56,1972-04-15 11:23:56,Completed
496,5,2020-04-07 18:26:19,2020-04-07 18:26:19,InProgress
497,8,2014-12-09 19:23:51,2014-12-09 19:23:51,Completed
498,1,1971-02-10 10:25:31,1971-02-10 10:25:31,Cancelled
499,5,1986-01-24 13:36:01,1986-01-24 13:36:01,Cancelled
500,3,2010-06-26 23:31:09,2010-06-26 23:31:09,Completed
501,8,1977-12-01 05:36:18,1977-12-01 05:36:18,InProgress
502,4,1975-10-10 13:57:38,1975-10-10 13:57:38,InProgress
503,5,2001-03-26 07:43:25,2001-03-26 07:43:25,InProgress
504,6,1999-02-16 10:27:51,1999-02-16 10:27:51,Cancelled
505,6,2016-03-24 10:31:36,2016-03-24 10:31:36,Completed
506,5,2019-04-06 17:32:25,2019-04-06 17:32:25,Completed
507,9,1971-07-05 05:07:44,1971-07-05 05:07:44,Cancelled
508,6,1987-06-25 11:40:00,1987-06-25 11:40:00,Cancelled
509,6,1987-06-30 20:16:47,1987-06-30 20:16:47,InProgress
510,8,1988-10-03 22:00:06,1988-10-03 22:00:06,Completed
511,4,1981-05-07 17:37:06,1981-05-07 17:37:06,Cancelled
512,10,1994-10-09 09:21:58,1994-10-09 09:21:58,Completed
513,9,2018-11-25 03:43:09,2018-11-25 03:43:09,Cancelled
514,9,2001-04-27 19:52:27,2001-04-27 19:52:27,Completed
515,8,1985-09-11 20:10:56,1985-09-11 20:10:56,Completed
516,6,1999-02-13 09:56:57,1999-02-13 09:56:57,Completed
517,2,1972-10-18 04:43:26,1972-10-18 04:43:26,InProgress
518,9,1997-10-31 16:07:14,1997-10-31 16:07:14,InProgress
519,9,2020-09-26 14:49:33,2020-09-26 14:49:33,InProgress
520,9,1998-06-20 18:40:05,1998-06-20 18:40:05,Completed
521,3,1990-05-03 13:52:29,1990-05-03 13:52:29,InProgress
522,2,1976-07-06 22:06:59,1976-07-06 22:06:59,InProgress
523,6,1992-06-12 17:02:22,1992-06-12 17:02:22,Cancelled
524,1,1975-03-14 10:23:39,1975-03-14 10:23:39,Completed
525,10,2006-06-19 08:50:48,2006-06-19 08:50:48,Completed
526,3,1985-11-14 12:02:35,1985-11-14 12:02:35,Cancelled
527,4,1982-01-29 14:44:10,1982-01-29 14:44:10,Completed
528,1,2006-11-07 20:22:45,2006-11-07 20:22:45,InProgress
529,7,2020-12-10 02:39:33,2020-12-10 02:39:33,InProgress
530,6,2001-10-14 06:04:07,2001-10-14 06:04:07,Cancelled
531,8,1994-09-28 01:47:39,1994-09-28 01:47:39,Cancelled
532,4,1984-03-29 10:24:14,1984-03-29 10:24:14,Cancelled
533,7,2000-01-15 09:06:46,2000-01-15 09:06:46,InProgress
534,4,1986-06-27 20:35:01,1986-06-27 20:35:01,InProgress
535,8,1988-12-23 00:42:00,1988-12-23 00:42:00,InProgress
536,7,1999-06-06 19:32:19,1999-06-06 19:32:19,Completed
537,3,2018-08-29 04:48:55,2018-08-29 04:48:55,Completed
538,6,2000-01-31 12:55:37,2000-01-31 12:55:37,Completed
539,5,2020-02-18 08:16:38,2020-02-18 08:16:38,Completed
540,7,1971-10-29 17:48:05,1971-10-29 17:48:05,Completed
541,4,1991-10-31 17:24:27,1991-10-31 17:24:27,Completed
542,9,2009-03-03 14:08:51,2009-03-03 14:08:51,Cancelled
543,3,2021-02-23 03:52:22,2021-02-23 03:52:22,InProgress
544,5,1978-10-01 16:44:44,1978-10-01 16:44:44,Cancelled
545,6,2006-01-04 14:54:54,2006-01-04 14:54:54,InProgress
546,8,2014-11-07 00:33:23,2014-11-07 00:33:23,Cancelled
547,1,2003-08-21 09:45:04,2003-08-21 09:45:04,Cancelled
548,10,2001-09-08 05:48:16,2001-09-08 05:48:16,Cancelled
549,10,1993-12-22 19:05:11,1993-12-22 19:05:11,Cancelled
550,2,2001-04-10 05:17:13,2001-04-10 05:17:13,Cancelled
551,9,1992-11-15 15:22:29,1992-11-15 15:22:29,Completed
552,3,1979-08-13 03:50:57,1979-08-13 03:50:57,Cancelled
553,3,1987-01-23 12:13:03,1987-01-23 12:13:03,Cancelled
554,2,1990-09-06 10:36:52,1990-09-06 10:36:52,InProgress
555,4,1970-04-09 02:22:30,1970-04-09 02:22:30,Cancelled
556,3,1993-07-15 12:18:40,1993-07-15 12:18:40,Cancelled
557,8,1970-06-22 13:57:32,1970-06-22 13:57:32,InProgress
558,7,2003-10-07 09:05:58,2003-10-07 09:05:58,InProgress
559,6,2020-07-30 08:17:27,2020-07-30 08:17:27,Completed
560,5,1999-06-17 19:26:08,1999-06-17 19:26:08,Completed
561,4,2002-05-18 04:11:20,2002-05-18 04:11:20,Completed
562,10,1975-03-01 03:55:23,1975-03-01 03:55:23,Cancelled
563,7,1975-01-06 21:06:19,1975-01-06 21:06:19,Cancelled
564,1,2009-09-20 18:59:58,2009-09-20 18:59:58,InProgress
565,1,1973-01-13 18:38:01,1973-01-13 18:38:01,Completed
566,10,1989-04-16 06:26:06,1989-04-16 06:26:06,InProgress
567,8,2005-02-05 11:24:20,2005-02-05 11:24:20,Cancelled
568,3,1987-01-27 08:27:46,1987-01-27 08:27:46,Completed
569,4,1990-11-02 07:20:51,1990-11-02 07:20:51,Completed
570,8,2010-04-30 02:19:44,2010-04-30 02:19:44,Completed
571,10,1995-07-13 12:04:35,1995-07-13 12:04:35,Completed
572,3,2001-02-21 07:53:08,2001-02-21 07:53:08,Completed
573,9,1982-12-14 22:44:09,1982-12-14 22:44:09,Completed
574,1,1993-08-08 14:32:46,1993-08-08 14:32:46,InProgress
575,6,1970-12-21 22:50:07,1970-12-21 22:50:07,InProgress
576,6,1998-08-28 22:09:09,1998-08-28 22:09:09,Completed
577,10,2004-04-09 19:44:38,2004-04-09 19:44:38,Completed
578,5,1975-02-10 23:53:33,1975-02-10 23:53:33,Cancelled
579,8,1973-10-09 20:11:07,1973-10-09 20:11:07,Cancelled
580,9,1991-04-13 19:11:40,1991-04-13 19:11:40,Cancelled
581,4,1979-10-05 14:45:05,1979-10-05 14:45:05,Cancelled
582,3,1988-10-02 17:04:32,1988-10-02 17:04:32,InProgress
583,5,2012-06-07 15:57:41,2012-06-07 15:57:41,InProgress
584,10,1981-05-30 08:55:05,1981-05-30 08:55:05,InProgress
585,5,1996-05-24 12:01:43,1996-05-24 12:01:43,Cancelled
586,7,1999-01-20 07:45:25,1999-01-20 07:45:25,Cancelled
587,5,2014-01-20 16:32:22,2014-01-20 16:32:22,Completed
588,5,1991-05-05 10:12:40,1991-05-05 10:12:40,InProgress
589,6,2006-08-02 11:53:19,2006-08-02 11:53:19,InProgress
590,4,1993-07-16 17:56:41,1993-07-16 17:56:41,InProgress
591,3,1989-03-12 13:42:15,1989-03-12 13:42:15,Completed
592,10,1987-07-06 06:04:43,1987-07-06 06:04:43,InProgress
593,9,2019-12-05 06:56:43,2019-12-05 06:56:43,Cancelled
594,1,2009-05-09 20:10:22,2009-05-09 20:10:22,Completed
595,9,1970-07-14 02:38:34,1970-07-14 02:38:34,Completed
596,9,2021-01-24 09:48:23,2021-01-24 09:48:23,Completed
597,8,1988-09-18 21:25:25,1988-09-18 21:25:25,Completed
598,10,2003-11-11 15:50:19,2003-11-11 15:50:19,Completed
599,6,2008-03-06 18:16:06,2008-03-06 18:16:06,Cancelled
600,7,1974-10-20 18:29:40,1974-10-20 18:29:40,Completed
601,4,2008-12-18 20:29:03,2008-12-18 20:29:03,Cancelled
602,7,1997-03-28 10:47:54,1997-03-28 10:47:54,Completed
603,9,1987-06-04 16:55:49,1987-06-04 16:55:49,Completed
604,8,2003-10-05 17:54:36,2003-10-05 17:54:36,Completed
605,10,1997-11-26 14:16:29,1997-11-26 14:16:29,Completed
606,3,2012-10-30 21:23:26,2012-10-30 21:23:26,Completed
607,4,2007-08-14 12:57:48,2007-08-14 12:57:48,Cancelled
608,4,2010-07-27 03:51:46,2010-07-27 03:51:46,Completed
609,5,2003-10-31 00:25:35,2003-10-31 00:25:35,Cancelled
610,10,1970-05-06 13:15:41,1970-05-06 13:15:41,Completed
611,6,1977-01-11 11:33:21,1977-01-11 11:33:21,Cancelled
612,9,1989-07-14 02:02:28,1989-07-14 02:02:28,InProgress
613,4,2021-11-09 08:05:37,2021-11-09 08:05:37,Cancelled
614,8,1981-05-12 22:15:58,1981-05-12 22:15:58,Completed
615,10,1977-08-29 13:13:09,1977-08-29 13:13:09,InProgress
616,4,1982-05-19 22:31:51,1982-05-19 22:31:51,Completed
617,7,2010-12-07 03:46:42,2010-12-07 03:46:42,InProgress
618,10,2009-03-06 06:22:31,2009-03-06 06:22:31,Completed
619,3,1977-03-01 07:56:11,1977-03-01 07:56:11,InProgress
620,8,2004-03-03 09:06:34,2004-03-03 09:06:34,Completed
621,3,1980-01-30 23:28:37,1980-01-30 23:28:37,InProgress
622,8,2000-04-04 08:45:34,2000-04-04 08:45:34,Completed
623,4,1998-11-08 06:13:34,1998-11-08 06:13:34,Completed
624,7,1989-07-23 16:20:10,1989-07-23 16:20:10,Completed
625,10,2020-12-11 05:20:14,2020-12-11 05:20:14,Cancelled
626,2,2004-09-10 12:09:16,2004-09-10 12:09:16,Cancelled
627,9,1998-04-03 17:10:29,1998-04-03 17:10:29,Completed
628,10,1985-03-29 11:09:37,1985-03-29 11:09:37,Completed
629,2,2000-12-07 16:56:41,2000-12-07 16:56:41,Completed
630,6,1983-05-11 06:16:30,1983-05-11 06:16:30,InProgress
631,3,1982-03-02 20:54:20,1982-03-02 20:54:20,InProgress
632,3,2009-07-09 12:30:15,2009-07-09 12:30:15,Completed
633,8,2002-03-24 22:12:14,2002-03-24 22:12:14,InProgress
634,9,1985-03-03 00:05:39,1985-03-03 00:05:39,Completed
635,6,1986-09-05 04:05:58,1986-09-05 04:05:58,Completed
636,7,2020-08-15 11:49:30,2020-08-15 11:49:30,InProgress
637,10,2006-09-16 16:42:28,2006-09-16 16:42:28,Cancelled
638,2,1993-06-15 17:51:08,1993-06-15 17:51:08,InProgress
639,5,2013-07-01 18:20:35,2013-07-01 18:20:35,Completed
640,4,1995-06-20 00:53:28,1995-06-20 00:53:28,InProgress
641,1,2018-03-29 10:12:05,2018-03-29 10:12:05,Cancelled
642,5,1987-12-02 06:48:21,1987-12-02 06:48:21,Cancelled
643,9,1985-04-02 01:53:25,1985-04-02 01:53:25,InProgress
644,4,1991-03-28 19:39:48,1991-03-28 19:39:48,InProgress
645,3,2000-02-21 19:09:48,2000-02-21 19:09:48,Cancelled
646,6,2006-05-22 01:48:42,2006-05-22 01:48:42,InProgress
647,8,1997-02-28 22:32:04,1997-02-28 22:32:04,Cancelled
648,8,1992-06-12 04:55:35,1992-06-12 04:55:35,Completed
649,1,1987-10-22 17:01:58,1987-10-22 17:01:58,Cancelled
650,5,2002-09-15 19:16:04,2002-09-15 19:16:04,Completed
651,8,2011-08-28 08:54:57,2011-08-28 08:54:57,InProgress
652,1,1986-11-09 11:45:16,1986-11-09 11:45:16,Cancelled
653,10,1986-02-28 02:22:57,1986-02-28 02:22:57,Completed
654,10,1970-10-28 06:50:24,1970-10-28 06:50:24,Cancelled
655,8,1984-09-25 14:08:39,1984-09-25 14:08:39,InProgress
656,10,2008-06-12 08:52:47,2008-06-12 08:52:47,InProgress
657,3,1981-03-11 14:34:13,1981-03-11 14:34:13,Cancelled
658,1,2008-07-24 14:58:27,2008-07-24 14:58:27,InProgress
659,1,1976-03-13 16:13:00,1976-03-13 16:13:00,InProgress
660,9,1976-12-30 02:52:36,1976-12-30 02:52:36,Completed
661,10,1974-05-11 09:33:10,1974-05-11 09:33:10,Completed
662,9,2003-12-30 12:03:52,2003-12-30 12:03:52,InProgress
663,10,1997-07-16 17:44:34,1997-07-16 17:44:34,InProgress
664,1,1992-10-23 03:42:19,1992-10-23 03:42:19,Completed
665,1,1987-12-24 18:53:03,1987-12-24 18:53:03,InProgress
666,3,2001-05-13 10:57:38,2001-05-13 10:57:38,InProgress
667,10,2015-08-02 21:36:35,2015-08-02 21:36:35,Completed
668,3,2020-06-30 19:40:25,2020-06-30 19:40:25,Completed
669,6,1997-06-18 22:43:42,1997-06-18 22:43:42,Cancelled
670,9,1979-05-20 17:06:18,1979-05-20 17:06:18,Completed
671,6,2004-02-07 21:31:49,2004-02-07 21:31:49,Cancelled
672,3,1988-09-13 05:10:43,1988-09-13 05:10:43,Completed
673,6,2008-03-17 17:21:52,2008-03-17 17:21:52,Cancelled
674,3,1994-04-18 08:59:14,1994-04-18 08:59:14,Cancelled
675,2,2010-07-18 03:09:47,2010-07-18 03:09:47,Cancelled
676,5,1976-08-01 13:59:05,1976-08-01 13:59:05,InProgress
677,7,2003-03-25 11:10:13,2003-03-25 11:10:13,InProgress
678,1,1995-09-20 21:43:10,1995-09-20 21:43:10,InProgress
679,7,1997-06-01 21:32:02,1997-06-01 21:32:02,InProgress
680,10,1979-06-05 06:55:14,1979-06-05 06:55:14,InProgress
681,8,1999-03-09 08:45:50,1999-03-09 08:45:50,Cancelled
682,10,2013-12-30 00:48:02,2013-12-30 00:48:02,Completed
683,1,1997-04-13 00:50:25,1997-04-13 00:50:25,Cancelled
684,5,1992-04-09 01:07:14,1992-04-09 01:07:14,Cancelled
685,8,1978-01-21 05:45:59,1978-01-21 05:45:59,InProgress
686,8,1974-09-10 17:42:44,1974-09-10 17:42:44,InProgress
687,7,2019-04-11 17:58:40,2019-04-11 17:58:40,InProgress
688,4,2018-01-26 11:53:40,2018-01-26 11:53:40,InProgress
689,3,1987-07-03 12:39:24,1987-07-03 12:39:24,Cancelled
690,5,1985-03-31 18:45:14,1985-03-31 18:45:14,Completed
691,10,1996-12-03 11:52:28,1996-12-03 11:52:28,InProgress
692,7,1976-01-24 19:33:17,1976-01-24 19:33:17,Cancelled
693,3,1996-06-03 20:32:29,1996-06-03 20:32:29,Cancelled
694,2,1994-03-18 05:22:12,1994-03-18 05:22:12,InProgress
695,1,1978-06-11 12:52:24,1978-06-11 12:52:24,InProgress
696,10,2001-11-15 21:25:41,2001-11-15 21:25:41,Completed
697,7,2008-11-29 21:22:43,2008-11-29 21:22:43,Cancelled
698,7,2001-01-13 12:56:57,2001-01-13 12:56:57,Cancelled
699,10,2017-05-29 01:09:15,2017-05-29 01:09:15,InProgress
700,1,2016-12-20 20:56:38,2016-12-20 20:56:38,InProgress
701,8,1994-03-10 15:14:45,1994-03-10 15:14:45,Cancelled
702,9,2018-04-30 13:00:58,2018-04-30 13:00:58,Completed
703,4,1986-07-12 15:35:54,1986-07-12 15:35:54,Cancelled
704,1,1988-08-01 01:46:42,1988-08-01 01:46:42,Cancelled
705,8,1974-05-27 08:08:55,1974-05-27 08:08:55,Completed
706,4,1994-05-18 12:34:11,1994-05-18 12:34:11,Completed
707,8,1973-10-18 04:25:42,1973-10-18 04:25:42,InProgress
708,1,2019-09-12 14:44:25,2019-09-12 14:44:25,Completed
709,10,1978-01-24 14:54:49,1978-01-24 14:54:49,Completed
710,6,2018-08-10 07:14:16,2018-08-10 07:14:16,Cancelled
711,7,1974-10-28 15:15:55,1974-10-28 15:15:55,InProgress
712,4,1997-04-25 12:47:39,1997-04-25 12:47:39,Cancelled
713,2,1995-03-12 16:23:05,1995-03-12 16:23:05,Completed
714,10,1981-03-06 14:27:09,1981-03-06 14:27:09,Cancelled
715,2,1994-01-24 19:32:52,1994-01-24 19:32:52,Completed
716,9,1984-09-25 22:31:07,1984-09-25 22:31:07,Cancelled
717,3,1998-10-05 14:29:02,1998-10-05 14:29:02,Completed
718,5,1984-06-24 18:52:11,1984-06-24 18:52:11,Cancelled
719,5,2014-11-05 04:32:48,2014-11-05 04:32:48,Cancelled
720,3,1996-06-02 11:43:08,1996-06-02 11:43:08,Completed
721,5,1984-09-02 09:57:23,1984-09-02 09:57:23,Cancelled
722,5,2016-12-27 19:10:25,2016-12-27 19:10:25,Cancelled
723,6,2014-06-24 12:50:28,2014-06-24 12:50:28,InProgress
724,3,1993-03-22 13:52:44,1993-03-22 13:52:44,Completed
725,3,1997-03-05 17:19:27,1997-03-05 17:19:27,Completed
726,7,1979-10-20 08:43:37,1979-10-20 08:43:37,Completed
727,10,1981-08-02 15:19:20,1981-08-02 15:19:20,InProgress
728,5,1989-06-30 00:03:29,1989-06-30 00:03:29,Completed
729,3,2007-10-27 23:31:40,2007-10-27 23:31:40,InProgress
730,5,2001-11-11 23:36:22,2001-11-11 23:36:22,Cancelled
731,8,1985-05-02 02:58:46,1985-05-02 02:58:46,InProgress
732,8,2018-05-25 04:18:04,2018-05-25 04:18:04,Completed
733,7,2018-10-07 02:43:55,2018-10-07 02:43:55,InProgress
734,1,1993-09-05 07:06:44,1993-09-05 07:06:44,InProgress
735,1,1997-08-13 17:03:32,1997-08-13 17:03:32,Completed
736,4,1996-09-30 11:51:21,1996-09-30 11:51:21,Cancelled
737,3,1973-05-19 07:19:21,1973-05-19 07:19:21,Completed
738,4,1981-07-04 09:19:12,1981-07-04 09:19:12,Completed
739,10,1971-11-05 13:39:13,1971-11-05 13:39:13,Cancelled
740,4,1986-02-26 22:33:24,1986-02-26 22:33:24,InProgress
741,8,2020-07-20 21:15:51,2020-07-20 21:15:51,InProgress
742,3,1999-11-07 13:14:07,1999-11-07 13:14:07,Completed
743,10,1977-04-07 13:12:22,1977-04-07 13:12:22,Completed
744,10,2021-04-29 14:56:58,2021-04-29 14:56:58,InProgress
745,9,2009-10-23 16:42:00,2009-10-23 16:42:00,Completed
746,8,2010-04-22 11:34:46,2010-04-22 11:34:46,InProgress
747,2,1994-05-27 20:40:44,1994-05-27 20:40:44,Completed
748,1,1981-01-23 23:56:53,1981-01-23 23:56:53,Completed
749,2,2017-12-30 21:34:20,2017-12-30 21:34:20,InProgress
750,2,1980-05-13 20:36:53,1980-05-13 20:36:53,Cancelled
751,7,1982-08-09 10:29:32,1982-08-09 10:29:32,Completed
752,9,1984-12-26 07:53:58,1984-12-26 07:53:58,InProgress
753,3,2002-05-27 19:36:11,2002-05-27 19:36:11,Cancelled
754,8,1973-12-16 19:54:32,1973-12-16 19:54:32,Cancelled
755,7,1979-03-16 00:13:21,1979-03-16 00:13:21,InProgress
756,2,1986-12-26 11:42:40,1986-12-26 11:42:40,Completed
757,4,1975-11-18 18:39:08,1975-11-18 18:39:08,Completed
758,2,1975-10-10 07:28:53,1975-10-10 07:28:53,InProgress
759,2,1990-09-06 07:42:12,1990-09-06 07:42:12,Cancelled
760,5,2005-09-18 15:52:47,2005-09-18 15:52:47,Completed
761,6,2008-01-21 02:49:51,2008-01-21 02:49:51,InProgress
762,5,1983-03-01 22:28:54,1983-03-01 22:28:54,Completed
763,3,2013-02-10 23:42:59,2013-02-10 23:42:59,InProgress
764,7,2000-04-16 11:51:17,2000-04-16 11:51:17,InProgress
765,2,2006-04-25 03:35:38,2006-04-25 03:35:38,Completed
766,5,1994-01-22 12:19:19,1994-01-22 12:19:19,Cancelled
767,7,2007-04-22 04:49:18,2007-04-22 04:49:18,Completed
768,3,2016-01-07 18:42:55,2016-01-07 18:42:55,Completed
769,1,2011-10-17 19:59:09,2011-10-17 19:59:09,Cancelled
770,8,2013-10-31 22:54:31,2013-10-31 22:54:31,InProgress
771,8,1978-10-12 04:24:23,1978-10-12 04:24:23,InProgress
772,5,2021-07-18 01:02:48,2021-07-18 01:02:48,InProgress
773,8,1986-11-05 11:54:35,1986-11-05 11:54:35,Cancelled
774,10,1973-11-01 17:46:36,1973-11-01 17:46:36,Cancelled
775,4,1982-06-30 03:42:40,1982-06-30 03:42:40,InProgress
776,2,1975-08-21 06:01:38,1975-08-21 06:01:38,Cancelled
777,7,2014-11-20 11:21:23,2014-11-20 11:21:23,Completed
778,1,1980-12-03 04:40:05,1980-12-03 04:40:05,Cancelled
779,3,1974-10-09 16:06:47,1974-10-09 16:06:47,InProgress
780,3,2011-04-02 05:01:46,2011-04-02 05:01:46,Cancelled
781,7,2002-10-26 07:43:42,2002-10-26 07:43:42,InProgress
782,1,1972-02-12 14:19:16,1972-02-12 14:19:16,Cancelled
783,10,1997-08-07 20:06:54,1997-08-07 20:06:54,Cancelled
784,10,1982-07-17 05:10:04,1982-07-17 05:10:04,InProgress
785,1,2001-10-30 21:32:29,2001-10-30 21:32:29,Completed
786,7,1993-12-11 13:28:51,1993-12-11 13:28:51,InProgress
787,9,1996-03-17 06:05:55,1996-03-17 06:05:55,InProgress
788,10,2001-03-08 14:41:00,2001-03-08 14:41:00,Completed
789,4,1974-05-03 23:25:01,1974-05-03 23:25:01,Completed
790,2,1997-01-14 06:33:39,1997-01-14 06:33:39,InProgress
791,1,1994-10-15 21:20:06,1994-10-15 21:20:06,Cancelled
792,10,1973-04-03 02:28:00,1973-04-03 02:28:00,Cancelled
793,3,1990-09-12 06:50:36,1990-09-12 06:50:36,InProgress
794,9,1996-02-02 18:38:33,1996-02-02 18:38:33,Cancelled
795,4,1977-07-29 12:23:25,1977-07-29 12:23:25,InProgress
796,9,1989-07-08 20:19:57,1989-07-08 20:19:57,InProgress
